"","term","Total"
"9467","fan of the show",9
"9468","fan of you and",9
"9469","far more than our",9
"9470","farm is there with",9
"9471","fast as i can",9
"9472","favorite song on replay",9
"9473","favorite time of year",9
"9474","fear of failure bill",9
"9475","february th at pm",9
"9476","feel a little bit",9
"9477","feel free to give",9
"9478","feel free to use",9
"9479","feel like i could",9
"9480","feel like im missing",9
"9481","feel like im the",9
"9482","feel like they are",9
"9483","feel sorry for you",9
"9484","feeling its going to",9
"9485","few years ago i",9
"9486","ff shout out to",9
"9487","ff some of my",9
"9488","finally going to see",9
"9489","finally got a twitter",9
"9490","finally got around to",9
"9491","finally got my phone",9
"9492","finally meet you in",9
"9493","finally out of the",9
"9494","find someone who will",9
"9495","finding it hard to",9
"9496","finished the hunger games",9
"9497","fire but it takes",9
"9498","first date impressions first",9
"9499","first day back to",9
"9500","first half of the",9
"9501","first impressions are important",9
"9502","first time i have",9
"9503","first time in forever",9
"9504","first time ive seen",9
"9505","first time last night",9
"9506","first year of college",9
"9507","flies when youre having",9
"9508","follow him on twitter",9
"9509","follow let us know",9
"9510","follow me back so",9
"9511","follow me make my",9
"9512","follow me please it",9
"9513","follow the big homie",9
"9514","follow we hope you",9
"9515","followed me i would",9
"9516","followers by unfollowing every",9
"9517","followers dont forget to",9
"9518","followers to follow me",9
"9519","following me hope you",9
"9520","following me i am",9
"9521","following me i feel",9
"9522","follows back teamfollowback you",9
"9523","for a bit of",9
"9524","for a free consultation",9
"9525","for a free estimate",9
"9526","for a great lunch",9
"9527","for a list of",9
"9528","for a long weekend",9
"9529","for a pair of",9
"9530","for a walk and",9
"9531","for a week or",9
"9532","for a while so",9
"9533","for all of those",9
"9534","for all the help",9
"9535","for all those who",9
"9536","for another great day",9
"9537","for being a good",9
"9538","for but while were",9
"9539","for clearing that up",9
"9540","for everyone to see",9
"9541","for following be sure",9
"9542","for following look forward",9
"9543","for following my twitter",9
"9544","for following us at",9
"9545","for helping to make",9
"9546","for his vision james",9
"9547","for me and the",9
"9548","for me on the",9
"9549","for me to take",9
"9550","for my fantasy team",9
"9551","for my first time",9
"9552","for my own good",9
"9553","for our show at",9
"9554","for over a week",9
"9555","for some reason and",9
"9556","for st time in",9
"9557","for stopping by and",9
"9558","for that kind of",9
"9559","for the day is",9
"9560","for the follow d",9
"9561","for the follow following",9
"9562","for the follow good",9
"9563","for the follow like",9
"9564","for the follow much",9
"9565","for the follow text",9
"9566","for the future it",9
"9567","for the good times",9
"9568","for the grand opening",9
"9569","for the house of",9
"9570","for the last three",9
"9571","for the last week",9
"9572","for the latest on",9
"9573","for the next minutes",9
"9574","for the past couple",9
"9575","for the past two",9
"9576","for the past weeks",9
"9577","for the people that",9
"9578","for the role of",9
"9579","for the rt are",9
"9580","for the rt im",9
"9581","for the summer i",9
"9582","for the support rt",9
"9583","for the ups and",9
"9584","for the weekend and",9
"9585","for the whole family",9
"9586","for this kind of",9
"9587","for those who want",9
"9588","for today to be",9
"9589","for what i did",9
"9590","for what you believe",9
"9591","for you all the",9
"9592","for you and the",9
"9593","for you and you",9
"9594","for you can you",9
"9595","for you so you",9
"9596","for you to do",9
"9597","for you to make",9
"9598","for you to try",9
"9599","for your support rt",9
"9600","for your time and",9
"9601","forest fire but it",9
"9602","forget to shop today",9
"9603","forgot to tell you",9
"9604","formal education will make",9
"9605","forward to it too",9
"9606","forward to meeting everyone",9
"9607","forward to meeting with",9
"9608","forward to our next",9
"9609","forward to seeing more",9
"9610","forward to seeing this",9
"9611","forward to some great",9
"9612","forward to the end",9
"9613","forward to the most",9
"9614","forward to your posts",9
"9615","francois de la rochefoucauld",9
"9616","free to dm me",9
"9617","free wifi at the",9
"9618","freshman year of college",9
"9619","friday the th is",9
"9620","friday what are you",9
"9621","friend have a great",9
"9622","friend how are you",9
"9623","friend is one who",9
"9624","friends to check us",9
"9625","from a dream where",9
"9626","from a mile away",9
"9627","from am to am",9
"9628","from failure to failure",9
"9629","from me right now",9
"9630","from the top of",9
"9631","from uruguay and i",9
"9632","from when i was",9
"9633","front of me in",9
"9634","front of me is",9
"9635","front of me on",9
"9636","fucking love song ill",9
"9637","fun cant wait for",9
"9638","fun thanks for the",9
"9639","ga it is degrees",9
"9640","game time lets go",9
"9641","gas in my car",9
"9642","gave it to me",9
"9643","gave me you for",9
"9644","get a follow for",9
"9645","get a little bit",9
"9646","get a promo to",9
"9647","get a ticket for",9
"9648","get ahead of the",9
"9649","get an interview with",9
"9650","get an invite to",9
"9651","get back into it",9
"9652","get closer to the",9
"9653","get in my bed",9
"9654","get in touch w",9
"9655","get in your way",9
"9656","get involved in the",9
"9657","get it to work",9
"9658","get mad when i",9
"9659","get me through the",9
"9660","get more info on",9
"9661","get out of a",9
"9662","get out the way",9
"9663","get ready to get",9
"9664","get rid of that",9
"9665","get the day started",9
"9666","get the urge to",9
"9667","get to know each",9
"9668","get to sleep in",9
"9669","get to wear a",9
"9670","get to work i",9
"9671","get up early tomorrow",9
"9672","get used to the",9
"9673","get what i want",9
"9674","get what we want",9
"9675","get you in touch",9
"9676","get your shit together",9
"9677","get your tan on",9
"9678","gets in the way",9
"9679","gets to your house",9
"9680","getting geared up for",9
"9681","getting out of control",9
"9682","getting out of the",9
"9683","getting ready for tonights",9
"9684","getting ready to be",9
"9685","getting someone else to",9
"9686","girl in front of",9
"9687","girls blogging about their",9
"9688","give a shit what",9
"9689","give me a few",9
"9690","give me a ride",9
"9691","giving a fuck about",9
"9692","glad i could be",9
"9693","glad i could make",9
"9694","glad i have a",9
"9695","glad to be connected",9
"9696","glad to be following",9
"9697","glad to hear from",9
"9698","glad to know that",9
"9699","glad to see another",9
"9700","glad to see that",9
"9701","glad you are here",9
"9702","glad you enjoyed our",9
"9703","glad you got a",9
"9704","glad you guys are",9
"9705","glass of wine or",9
"9706","go back to your",9
"9707","go down a hill",9
"9708","go get some food",9
"9709","go on a diet",9
"9710","go on at pm",9
"9711","go out in the",9
"9712","go out of my",9
"9713","go take a nap",9
"9714","go to bed and",9
"9715","go to bed but",9
"9716","go to sleep lol",9
"9717","go to the concert",9
"9718","go to the lake",9
"9719","go well eat you",9
"9720","go where the path",9
"9721","goes all the way",9
"9722","goes to show that",9
"9723","going back and forth",9
"9724","going out to the",9
"9725","going to be busy",9
"9726","going to be degrees",9
"9727","going to be even",9
"9728","going to be home",9
"9729","going to be huge",9
"9730","going to be late",9
"9731","going to be ok",9
"9732","going to be such",9
"9733","going to be thinking",9
"9734","going to bed i",9
"9735","going to bed with",9
"9736","going to come out",9
"9737","going to get one",9
"9738","going to go back",9
"9739","going to let me",9
"9740","going to need some",9
"9741","going to open up",9
"9742","going to show up",9
"9743","going to sleep at",9
"9744","going to spend the",9
"9745","going to the park",9
"9746","going to try it",9
"9747","going to try my",9
"9748","going to watch it",9
"9749","going today i hope",9
"9750","gonna be a hot",9
"9751","gonna be on the",9
"9752","gonna be the same",9
"9753","good day at the",9
"9754","good luck at your",9
"9755","good luck to your",9
"9756","good morning good morning",9
"9757","good morning hope you",9
"9758","good morning thank you",9
"9759","good taste in music",9
"9760","good to hear you",9
"9761","good to see the",9
"9762","good very bad day",9
"9763","got caught up in",9
"9764","got it for ya",9
"9765","got it like that",9
"9766","got it you got",9
"9767","got me hooked on",9
"9768","got nothing but love",9
"9769","got the moves like",9
"9770","got time for that",9
"9771","got to see it",9
"9772","gotta be kidding me",9
"9773","gotta learn how to",9
"9774","grand opening of the",9
"9775","great day with my",9
"9776","great dream begins with",9
"9777","great group of people",9
"9778","great job last night",9
"9779","great job with the",9
"9780","great meeting you and",9
"9781","great name for a",9
"9782","great rest of the",9
"9783","great sense of humor",9
"9784","great taxi service in",9
"9785","great things have been",9
"9786","great time with the",9
"9787","great to be in",9
"9788","great to hear rt",9
"9789","great to see and",9
"9790","great to see everyone",9
"9791","great to see u",9
"9792","great way to keep",9
"9793","great win for the",9
"9794","grow up and become",9
"9795","guess its been a",9
"9796","guess thats why i",9
"9797","guess what it is",9
"9798","guest on the christian",9
"9799","guys have a good",9
"9800","had a great conversation",9
"9801","had a great one",9
"9802","had a great visit",9
"9803","had a great week",9
"9804","had a wonderful dinner",9
"9805","had lots of fun",9
"9806","had the balls to",9
"9807","had to get a",9
"9808","had to get my",9
"9809","had to go back",9
"9810","had to go through",9
"9811","had to look up",9
"9812","haha i dont think",9
"9813","haha i love the",9
"9814","haha i miss you",9
"9815","haha i thought you",9
"9816","haha im sorry but",9
"9817","haha its all good",9
"9818","haha that would be",9
"9819","happy belated birthday to",9
"9820","happy birthday cody many",9
"9821","happy birthday kimberly please",9
"9822","happy birthday shout out",9
"9823","happy birthday to a",9
"9824","happy ever after did",9
"9825","happy ff to some",9
"9826","happy hour drink specials",9
"9827","happy hump day everyone",9
"9828","happy new year heres",9
"9829","happy pi day everyone",9
"9830","happy teacher appreciation week",9
"9831","happy thanksgiving to everyone",9
"9832","happy to do it",9
"9833","happy to have found",9
"9834","hard to deal with",9
"9835","hard to make a",9
"9836","harder i work the",9
"9837","harder than i thought",9
"9838","has a crush on",9
"9839","has a ton of",9
"9840","has been done i",9
"9841","has been moved to",9
"9842","has no idea how",9
"9843","has something to do",9
"9844","has this world come",9
"9845","hate it when youre",9
"9846","hate that i cant",9
"9847","hate that i have",9
"9848","hate the player hate",9
"9849","hate to admit it",9
"9850","hate to say this",9
"9851","hate when people dont",9
"9852","hate you but i",9
"9853","hats off to the",9
"9854","have a fabulous weekend",9
"9855","have a facebook page",9
"9856","have a few hours",9
"9857","have a few minutes",9
"9858","have a few more",9
"9859","have a fun and",9
"9860","have a good reason",9
"9861","have a happy new",9
