"","term","Total"
"4304","shining",190
"4305","sticks",190
"4306","todd",190
"4307","toe",190
"4308","apologies",189
"4309","baking",189
"4310","believes",189
"4311","cheaper",189
"4312","countries",189
"4313","crawl",189
"4314","cum",189
"4315","dean",189
"4316","developers",189
"4317","eats",189
"4318","fee",189
"4319","floyd",189
"4320","journalism",189
"4321","offices",189
"4322","reform",189
"4323","retweeted",189
"4324","sht",189
"4325","shy",189
"4326","spicy",189
"4327","sudden",189
"4328","transfer",189
"4329","accomplish",188
"4330","booze",188
"4331","communities",188
"4332","developing",188
"4333","devices",188
"4334","extended",188
"4335","ftw",188
"4336","lemonade",188
"4337","listed",188
"4338","mayweather",188
"4339","paradise",188
"4340","prior",188
"4341","rad",188
"4342","roller",188
"4343","supplies",188
"4344","tattoos",188
"4345","thankyou",188
"4346","titles",188
"4347","tuesdays",188
"4348","updating",188
"4349","collins",187
"4350","continued",187
"4351","correctly",187
"4352","dancers",187
"4353","donald",187
"4354","eli",187
"4355","grammys",187
"4356","manhattan",187
"4357","nerves",187
"4358","owned",187
"4359","pros",187
"4360","slam",187
"4361","stunning",187
"4362","teamfollowback",187
"4363","trap",187
"4364","vanilla",187
"4365","wherever",187
"4366","canadian",186
"4367","cheering",186
"4368","exists",186
"4369","fortune",186
"4370","ikr",186
"4371","jen",186
"4372","majority",186
"4373","meals",186
"4374","oklahoma",186
"4375","presentations",186
"4376","providing",186
"4377","releases",186
"4378","romance",186
"4379","thatll",186
"4380","toronto",186
"4381","tries",186
"4382","basis",185
"4383","burns",185
"4384","cole",185
"4385","combined",185
"4386","diamond",185
"4387","liberty",185
"4388","nonprofit",185
"4389","sings",185
"4390","stare",185
"4391","starving",185
"4392","suite",185
"4393","typing",185
"4394","alan",184
"4395","blazers",184
"4396","bounce",184
"4397","crystal",184
"4398","curse",184
"4399","derek",184
"4400","entirely",184
"4401","experts",184
"4402","heh",184
"4403","historical",184
"4404","nicole",184
"4405","niece",184
"4406","oral",184
"4407","presented",184
"4408","protest",184
"4409","rescue",184
"4410","sandwiches",184
"4411","saturdays",184
"4412","sporting",184
"4413","stolen",184
"4414","suspect",184
"4415","unfollowed",184
"4416","unit",184
"4417","unlimited",184
"4418","affordable",183
"4419","atleast",183
"4420","basement",183
"4421","bum",183
"4422","choir",183
"4423","dip",183
"4424","eight",183
"4425","forms",183
"4426","indians",183
"4427","invisible",183
"4428","killin",183
"4429","plug",183
"4430","promoting",183
"4431","receiving",183
"4432","whoop",183
"4433","bosh",182
"4434","constant",182
"4435","crown",182
"4436","dishes",182
"4437","katie",182
"4438","monica",182
"4439","patients",182
"4440","pitcher",182
"4441","refer",182
"4442","rewards",182
"4443","sincerely",182
"4444","suspended",182
"4445","tone",182
"4446","unexpected",182
"4447","voters",182
"4448","warped",182
"4449","agents",181
"4450","cent",181
"4451","djs",181
"4452","fucks",181
"4453","grammar",181
"4454","halfway",181
"4455","hash",181
"4456","hurricane",181
"4457","latte",181
"4458","laughter",181
"4459","legacy",181
"4460","lick",181
"4461","lied",181
"4462","maker",181
"4463","margarita",181
"4464","marks",181
"4465","mixing",181
"4466","pushed",181
"4467","rays",181
"4468","sunglasses",181
"4469","trainer",181
"4470","useless",181
"4471","ustream",181
"4472","wives",181
"4473","yesterdays",181
"4474","accurate",180
"4475","admission",180
"4476","belated",180
"4477","believing",180
"4478","caffeine",180
"4479","category",180
"4480","champs",180
"4481","cheat",180
"4482","colleagues",180
"4483","craig",180
"4484","forest",180
"4485","laura",180
"4486","lifestyle",180
"4487","obsession",180
"4488","org",180
"4489","potatoes",180
"4490","protection",180
"4491","protein",180
"4492","resolution",180
"4493","retarded",180
"4494","scholarship",180
"4495","supply",180
"4496","susan",180
"4497","tribe",180
"4498","workouts",180
"4499","attendees",179
"4500","began",179
"4501","blocks",179
"4502","cart",179
"4503","chemistry",179
"4504","creates",179
"4505","den",179
"4506","dodgers",179
"4507","dunk",179
"4508","hbo",179
"4509","highlights",179
"4510","hustle",179
"4511","megan",179
"4512","overnight",179
"4513","partying",179
"4514","pointless",179
"4515","pouring",179
"4516","presidents",179
"4517","segment",179
"4518","strikes",179
"4519","threat",179
"4520","url",179
"4521","variety",179
"4522","witness",179
"4523","beliebers",178
"4524","bff",178
"4525","causes",178
"4526","champ",178
"4527","clown",178
"4528","coachella",178
"4529","cups",178
"4530","divorce",178
"4531","dms",178
"4532","feat",178
"4533","fits",178
"4534","iconic",178
"4535","injured",178
"4536","innovative",178
"4537","limits",178
"4538","mee",178
"4539","navy",178
"4540","reds",178
"4541","rsvp",178
"4542","touched",178
"4543","trips",178
"4544","assuming",177
"4545","backyard",177
"4546","bourbon",177
"4547","castle",177
"4548","generally",177
"4549","kennedy",177
"4550","launching",177
"4551","mint",177
"4552","partnership",177
"4553","reporter",177
"4554","saves",177
"4555","sour",177
"4556","tradition",177
"4557","vancouver",177
"4558","braces",176
"4559","busted",176
"4560","commit",176
"4561","correction",176
"4562","destiny",176
"4563","flies",176
"4564","gearing",176
"4565","jamming",176
"4566","knees",176
"4567","listing",176
"4568","luther",176
"4569","maine",176
"4570","perfection",176
"4571","producers",176
"4572","psyched",176
"4573","snacks",176
"4574","styles",176
"4575","understood",176
"4576","valentine",176
"4577","wrestling",176
"4578","anne",175
"4579","branch",175
"4580","carrying",175
"4581","chrome",175
"4582","coat",175
"4583","concerts",175
"4584","cus",175
"4585","enthusiasm",175
"4586","executive",175
"4587","hardcore",175
"4588","healing",175
"4589","joel",175
"4590","keyboard",175
"4591","laughs",175
"4592","lime",175
"4593","lin",175
"4594","lover",175
"4595","mob",175
"4596","nate",175
"4597","possibility",175
"4598","rides",175
"4599","robot",175
"4600","seeds",175
"4601","significant",175
"4602","singers",175
"4603","spelled",175
"4604","sweetheart",175
"4605","terry",175
"4606","thumbs",175
"4607","bites",174
"4608","bond",174
"4609","cakes",174
"4610","cardinals",174
"4611","casey",174
"4612","choosing",174
"4613","coconut",174
"4614","fireworks",174
"4615","flower",174
"4616","gate",174
"4617","informed",174
"4618","institute",174
"4619","midwest",174
"4620","minneapolis",174
"4621","plaza",174
"4622","referring",174
"4623","stack",174
"4624","thee",174
"4625","wwe",174
"4626","answering",173
"4627","chamber",173
"4628","comp",173
"4629","courtesy",173
"4630","granted",173
"4631","input",173
"4632","jelly",173
"4633","olds",173
"4634","portfolio",173
"4635","spray",173
"4636","steven",173
"4637","tooth",173
"4638","wears",173
"4639","alley",172
"4640","blunt",172
"4641","bryan",172
"4642","conditions",172
"4643","douche",172
"4644","exit",172
"4645","followback",172
"4646","houses",172
"4647","ideal",172
"4648","jamie",172
"4649","machines",172
"4650","nelson",172
"4651","phase",172
"4652","pillow",172
"4653","residents",172
"4654","setup",172
"4655","amber",171
"4656","arguing",171
"4657","attorney",171
"4658","backwards",171
"4659","challenging",171
"4660","confident",171
"4661","drum",171
"4662","hired",171
"4663","impression",171
"4664","launched",171
"4665","mahomie",171
"4666","mars",171
"4667","mca",171
"4668","olive",171
"4669","rookie",171
"4670","spiritual",171
"4671","stuffed",171
"4672","vagina",171
"4673","yess",171
"4674","ashamed",170
"4675","blasting",170
"4676","certified",170
"4677","defeat",170
"4678","deny",170
"4679","eagle",170
"4680","einstein",170
"4681","gotcha",170
"4682","griffin",170
"4683","hannah",170
"4684","hav",170
"4685","inches",170
"4686","leo",170
"4687","maps",170
"4688","mikey",170
"4689","osu",170
"4690","purchased",170
"4691","salute",170
"4692","soap",170
"4693","spotted",170
"4694","thrones",170
"4695","wright",170
"4696","adds",169
"4697","chosen",169
"4698","compete",169
"4699","directions",169
"4700","emailed",169
"4701","failing",169
"4702","fck",169
"4703","funds",169
"4704","kanye",169
"4705","lobby",169
"4706","mane",169
"4707","markets",169
"4708","pal",169
"4709","roads",169
"4710","royals",169
"4711","rub",169
"4712","sonic",169
"4713","visitors",169
"4714","warren",169
"4715","wikipedia",169
"4716","wines",169
"4717","adore",168
"4718","archive",168
"4719","automatically",168
"4720","brooks",168
"4721","carl",168
"4722","christopher",168
"4723","determined",168
"4724","flu",168
"4725","forgetting",168
"4726","format",168
"4727","handed",168
"4728","judges",168
"4729","lean",168
"4730","lololol",168
"4731","marshall",168
"4732","meetup",168
"4733","pan",168
"4734","queens",168
"4735","sacrifice",168
"4736","suffer",168
"4737","torn",168
"4738","various",168
"4739","assignment",167
"4740","badge",167
"4741","buffet",167
"4742","charged",167
"4743","courses",167
"4744","crab",167
"4745","educational",167
"4746","entrepreneurs",167
"4747","equipment",167
"4748","heights",167
"4749","inn",167
"4750","kickoff",167
"4751","lamb",167
"4752","remains",167
"4753","rental",167
"4754","roasted",167
"4755","shave",167
"4756","showers",167
"4757","smoked",167
"4758","thai",167
"4759","thevoice",167
"4760","trading",167
"4761","trayvon",167
"4762","allowing",166
"4763","beastie",166
"4764","bravo",166
"4765","buck",166
"4766","checks",166
"4767","followfriday",166
"4768","haiti",166
"4769","harris",166
"4770","newark",166
"4771","oak",166
"4772","penny",166
"4773","revenue",166
"4774","scandal",166
"4775","slice",166
"4776","sweater",166
"4777","vibe",166
"4778","alike",165
"4779","anthem",165
"4780","appeal",165
"4781","asses",165
"4782","awesomeness",165
"4783","brotha",165
"4784","cleaned",165
"4785","criminal",165
"4786","deeply",165
"4787","determine",165
"4788","ducks",165
"4789","engine",165
"4790","fellas",165
"4791","fist",165
"4792","garlic",165
"4793","interviewing",165
"4794","rockies",165
"4795","shoulders",165
"4796","simpson",165
"4797","submitted",165
"4798","underground",165
"4799","yards",165
"4800","zayn",165
"4801","amendment",164
"4802","approved",164
"4803","basket",164
"4804","butler",164
"4805","claims",164
"4806","defensive",164
"4807","donated",164
"4808","equality",164
"4809","foursquare",164
"4810","heroes",164
"4811","knight",164
"4812","loll",164
"4813","luckily",164
"4814","overheard",164
"4815","panic",164
"4816","que",164
"4817","selected",164
"4818","spotify",164
"4819","suffering",164
"4820","tommy",164
"4821","twitters",164
"4822","wallet",164
"4823","wassup",164
"4824","wire",164
"4825","aid",163
"4826","announces",163
"4827","ban",163
"4828","emerson",163
"4829","exhibition",163
"4830","forth",163
"4831","kay",163
"4832","lolz",163
"4833","peaceful",163
"4834","pimp",163
"4835","randy",163
"4836","reduce",163
"4837","religious",163
"4838","replacement",163
"4839","stewart",163
"4840","switched",163
"4841","underwear",163
"4842","wth",163
"4843","yelled",163
"4844","ankle",162
"4845","anxiety",162
"4846","assist",162
"4847","avenue",162
"4848","brutal",162
"4849","cameras",162
"4850","camping",162
"4851","caused",162
"4852","cds",162
"4853","ebay",162
"4854","ego",162
"4855","elected",162
"4856","fixing",162
"4857","holes",162
"4858","howd",162
"4859","macbook",162
"4860","mentioning",162
"4861","releasing",162
"4862","rising",162
"4863","roy",162
"4864","royal",162
"4865","somewhat",162
"4866","spain",162
"4867","waldo",162
"4868","yearold",162
"4869","aug",161
"4870","boards",161
"4871","checkin",161
"4872","empire",161
"4873","hart",161
"4874","joes",161
"4875","possibilities",161
"4876","premier",161
"4877","promises",161
"4878","rochester",161
"4879","situations",161
"4880","tanning",161
"4881","twitterverse",161
"4882","veggie",161
"4883","wells",161
"4884","amazingly",160
"4885","bid",160
"4886","bold",160
"4887","burnt",160
"4888","copies",160
"4889","cycle",160
"4890","depression",160
"4891","description",160
"4892","explode",160
"4893","facial",160
"4894","flew",160
"4895","fred",160
"4896","gathering",160
"4897","goat",160
"4898","joshua",160
"4899","laker",160
"4900","lawyers",160
"4901","newspaper",160
"4902","opera",160
"4903","ops",160
"4904","parker",160
"4905","pleasant",160
"4906","poppin",160
"4907","prolly",160
"4908","replied",160
"4909","tablet",160
"4910","upstairs",160
"4911","wout",160
"4912","anonymous",159
"4913","awsome",159
"4914","bella",159
"4915","boost",159
"4916","chad",159
"4917","clips",159
"4918","danger",159
"4919","demi",159
"4920","explore",159
"4921","horses",159
"4922","karen",159
"4923","linked",159
"4924","locker",159
"4925","penalty",159
"4926","port",159
"4927","provides",159
"4928","rape",159
"4929","spaces",159
"4930","veggies",159
"4931","attendance",158
"4932","collections",158
"4933","cowboy",158
"4934","cracking",158
"4935","database",158
"4936","defend",158
"4937","directed",158
"4938","donna",158
"4939","ellen",158
"4940","flawless",158
"4941","footage",158
"4942","gurl",158
"4943","katy",158
"4944","melissa",158
"4945","minus",158
"4946","onion",158
"4947","ordering",158
"4948","supreme",158
"4949","thou",158
"4950","urge",158
"4951","yah",158
"4952","bean",157
"4953","betty",157
"4954","bracket",157
"4955","developed",157
"4956","dirt",157
"4957","dylan",157
"4958","espresso",157
"4959","finest",157
"4960","fwd",157
"4961","goods",157
"4962","hangout",157
"4963","harbor",157
"4964","hulk",157
"4965","lou",157
"4966","mortgage",157
"4967","nonsense",157
"4968","oven",157
"4969","particularly",157
"4970","plants",157
"4971","pts",157
"4972","quiz",157
"4973","recommended",157
"4974","relate",157
"4975","salmon",157
"4976","simon",157
"4977","twist",157
"4978","underway",157
"4979","usc",157
"4980","wireless",157
"4981","zimmerman",157
"4982","applying",156
"4983","buddies",156
"4984","ceiling",156
"4985","column",156
"4986","depending",156
"4987","discounts",156
"4988","dozen",156
"4989","embarrassed",156
"4990","explains",156
"4991","faithful",156
"4992","gal",156
"4993","governor",156
"4994","hmu",156
"4995","loyalty",156
"4996","neil",156
"4997","permanent",156
"4998","poem",156
"4999","properly",156
"5000","rack",156
"5001","smarter",156
"5002","socialmedia",156
"5003","spider",156
"5004","surprising",156
"5005","victims",156
"5006","zach",156
"5007","concern",155
"5008","cracked",155
"5009","elementary",155
"5010","elevator",155
"5011","fears",155
"5012","humanity",155
"5013","hundreds",155
"5014","maintain",155
"5015","mentally",155
"5016","mlk",155
"5017","organized",155
"5018","outcome",155
"5019","porch",155
"5020","purse",155
"5021","shits",155
"5022","starring",155
"5023","sticker",155
"5024","tail",155
"5025","viewing",155
"5026","abroad",154
"5027","bakery",154
"5028","bynum",154
"5029","cos",154
"5030","dairy",154
"5031","dale",154
"5032","eva",154
"5033","gingrich",154
"5034","landing",154
"5035","launches",154
"5036","officials",154
"5037","passionate",154
"5038","pets",154
"5039","population",154
