"","term","Total"
"27171","a baby shower",12
"27172","a bad attitude",12
"27173","a bad call",12
"27174","a bad relationship",12
"27175","a basketball game",12
"27176","a beautiful sunny",12
"27177","a better man",12
"27178","a big enchancer",12
"27179","a big mistake",12
"27180","a big week",12
"27181","a big welcome",12
"27182","a blank page",12
"27183","a blessed and",12
"27184","a book is",12
"27185","a boy that",12
"27186","a break in",12
"27187","a brick wall",12
"27188","a bunch for",12
"27189","a call me",12
"27190","a call or",12
"27191","a candy store",12
"27192","a car in",12
"27193","a car or",12
"27194","a car wash",12
"27195","a ceiling fan",12
"27196","a chance check",12
"27197","a choice to",12
"27198","a clip of",12
"27199","a come back",12
"27200","a company to",12
"27201","a completely different",12
"27202","a couple other",12
"27203","a daring adventure",12
"27204","a day keeps",12
"27205","a day late",12
"27206","a day you",12
"27207","a demo of",12
"27208","a different day",12
"27209","a different person",12
"27210","a discussion on",12
"27211","a dozen times",12
"27212","a drawing for",12
"27213","a fat girl",12
"27214","a few beers",12
"27215","a few bucks",12
"27216","a few tickets",12
"27217","a flying fuck",12
"27218","a follow for",12
"27219","a fool for",12
"27220","a free bag",12
"27221","a fresh cut",12
"27222","a fried egg",12
"27223","a friend at",12
"27224","a friend whos",12
"27225","a friends house",12
"27226","a full house",12
"27227","a funny guy",12
"27228","a girl a",12
"27229","a girl on",12
"27230","a glimpse of",12
"27231","a glorious day",12
"27232","a good birthday",12
"27233","a good first",12
"27234","a good singer",12
"27235","a good teacher",12
"27236","a great crowd",12
"27237","a great gig",12
"27238","a great name",12
"27239","a great point",12
"27240","a great presentation",12
"27241","a great set",12
"27242","a heart and",12
"27243","a horror movie",12
"27244","a hot ass",12
"27245","a house with",12
"27246","a hundred times",12
"27247","a in the",12
"27248","a job with",12
"27249","a kid but",12
"27250","a lady in",12
"27251","a laker fan",12
"27252","a landing page",12
"27253","a license to",12
"27254","a life to",12
"27255","a lil bitch",12
"27256","a listen to",12
"27257","a little after",12
"27258","a little earlier",12
"27259","a little extra",12
"27260","a little on",12
"27261","a living by",12
"27262","a long life",12
"27263","a long nap",12
"27264","a long one",12
"27265","a lot this",12
"27266","a lot with",12
"27267","a lucky man",12
"27268","a master of",12
"27269","a measure of",12
"27270","a message if",12
"27271","a metaphor for",12
"27272","a million dollar",12
"27273","a minute there",12
"27274","a movie night",12
"27275","a multitude of",12
"27276","a nap after",12
"27277","a new adventure",12
"27278","a new cd",12
"27279","a new location",12
"27280","a new movie",12
"27281","a new person",12
"27282","a new season",12
"27283","a new world",12
"27284","a nice ass",12
"27285","a no go",12
"27286","a normal person",12
"27287","a one night",12
"27288","a packed house",12
"27289","a packer fan",12
"27290","a panel on",12
"27291","a panic attack",12
"27292","a phone or",12
"27293","a picture on",12
"27294","a pleasure working",12
"27295","a pop up",12
"27296","a private event",12
"27297","a pro at",12
"27298","a program that",12
"27299","a project that",12
"27300","a proposal for",12
"27301","a question that",12
"27302","a question to",12
"27303","a range of",12
"27304","a really hot",12
"27305","a red bull",12
"27306","a relationship and",12
"27307","a reply to",12
"27308","a research paper",12
"27309","a ride in",12
"27310","a rough night",12
"27311","a rt from",12
"27312","a run on",12
"27313","a safe happy",12
"27314","a second of",12
"27315","a shit what",12
"27316","a sign to",12
"27317","a single one",12
"27318","a small amount",12
"27319","a star in",12
"27320","a story with",12
"27321","a strong word",12
"27322","a summer job",12
"27323","a surprise for",12
"27324","a table at",12
"27325","a team and",12
"27326","a th round",12
"27327","a thing that",12
"27328","a thing to",12
"27329","a tough decision",12
"27330","a train wreck",12
"27331","a tree and",12
"27332","a turn for",12
"27333","a tweet that",12
"27334","a very bad",12
"27335","a very large",12
"27336","a war on",12
"27337","a warm welcome",12
"27338","a wealth of",12
"27339","a while then",12
"27340","a whole other",12
"27341","a will theres",12
"27342","a win in",12
"27343","a win over",12
"27344","a win tonight",12
"27345","a winning streak",12
"27346","a woman i",12
"27347","a year for",12
"27348","a young age",12
"27349","able to change",12
"27350","able to look",12
"27351","able to walk",12
"27352","able to work",12
"27353","about a million",12
"27354","about being on",12
"27355","about doing a",12
"27356","about his new",12
"27357","about how good",12
"27358","about it from",12
"27359","about it it",12
"27360","about it too",12
"27361","about me is",12
"27362","about my new",12
"27363","about steve jobs",12
"27364","about that lol",12
"27365","about the big",12
"27366","about the economy",12
"27367","about the fact",12
"27368","about the weather",12
"27369","about to change",12
"27370","about what happened",12
"27371","about you do",12
"27372","about you just",12
"27373","about you or",12
"27374","abqs best danceclub",12
"27375","accepted to the",12
"27376","access to a",12
"27377","account of the",12
"27378","across the stage",12
"27379","act like im",12
"27380","active on twitter",12
"27381","acts of kindness",12
"27382","actually really good",12
"27383","actually working on",12
"27384","adam yauch of",12
"27385","add a little",12
"27386","add to your",12
"27387","addicted to twitter",12
"27388","adding me to",12
"27389","admission is free",12
"27390","admit i am",12
"27391","adventure or nothing",12
"27392","after all this",12
"27393","after that i",12
"27394","after the fact",12
"27395","after watching that",12
"27396","after you go",12
"27397","again and i",12
"27398","again i have",12
"27399","again i miss",12
"27400","again it is",12
"27401","again last night",12
"27402","again on the",12
"27403","again with the",12
"27404","against the machine",12
"27405","ago and im",12
"27406","agree w you",12
"27407","agree with u",12
"27408","ahead of us",12
"27409","ahh i love",12
"27410","aint better than",12
"27411","alarm goes off",12
"27412","album on itunes",12
"27413","all around you",12
"27414","all comes down",12
"27415","all day if",12
"27416","all due respect",12
"27417","all for you",12
"27418","all good though",12
"27419","all grown up",12
"27420","all have been",12
"27421","all have our",12
"27422","all it took",12
"27423","all know you",12
"27424","all life is",12
"27425","all look like",12
"27426","all our dreams",12
"27427","all sold out",12
"27428","all that was",12
"27429","all the crazy",12
"27430","all the old",12
"27431","all the seniors",12
"27432","all the shit",12
"27433","all the teams",12
"27434","all the years",12
"27435","all those years",12
"27436","all your money",12
"27437","allowed me to",12
"27438","almost a week",12
"27439","almost passed out",12
"27440","along to the",12
"27441","already but i",12
"27442","already have an",12
"27443","already have my",12
"27444","already knew that",12
"27445","already know i",12
"27446","already on it",12
"27447","also be a",12
"27448","also one of",12
"27449","also used to",12
"27450","always has been",12
"27451","always have your",12
"27452","always knew you",12
"27453","always the hardest",12
"27454","always willing to",12
"27455","always wondered what",12
"27456","am amazed at",12
"27457","am back in",12
"27458","am excited about",12
"27459","am last night",12
"27460","am loving it",12
"27461","am loving this",12
"27462","am new to",12
"27463","am not following",12
"27464","am obsessed with",12
"27465","am proud of",12
"27466","am sick of",12
"27467","am sorry i",12
"27468","am still in",12
"27469","am to am",12
"27470","am way too",12
"27471","am wondering if",12
"27472","amazin notice me",12
"27473","amazing and so",12
"27474","amazing and we",12
"27475","amazing follow me",12
"27476","amazing show last",12
"27477","amazing time in",12
"27478","an afternoon of",12
"27479","an amazing and",12
"27480","an amazing man",12
"27481","an appointment for",12
"27482","an audition for",12
"27483","an awesome song",12
"27484","an early night",12
"27485","an environment where",12
"27486","an evening of",12
"27487","an hour left",12
"27488","an incredible show",12
"27489","an inspiration and",12
"27490","an issue for",12
"27491","an obsession with",12
"27492","an open house",12
"27493","and am now",12
"27494","and am so",12
"27495","and an amazing",12
"27496","and are looking",12
"27497","and are so",12
"27498","and asked for",12
"27499","and change it",12
"27500","and change the",12
"27501","and click on",12
"27502","and come in",12
"27503","and even though",12
"27504","and everything but",12
"27505","and follow the",12
"27506","and for making",12
"27507","and for their",12
"27508","and friends of",12
"27509","and gave me",12
"27510","and get that",12
"27511","and get up",12
"27512","and get you",12
"27513","and give them",12
"27514","and god will",12
"27515","and great to",12
"27516","and happy halloween",12
"27517","and happy th",12
"27518","and have you",12
"27519","and he can",12
"27520","and he says",12
"27521","and helped residents",12
"27522","and her friend",12
"27523","and his mom",12
"27524","and his music",12
"27525","and hope that",12
"27526","and how the",12
"27527","and how was",12
"27528","and i decided",12
"27529","and i give",12
"27530","and i hear",12
"27531","and i knew",12
"27532","and i make",12
"27533","and i start",12
"27534","and i thank",12
"27535","and if its",12
"27536","and im home",12
"27537","and im super",12
"27538","and im up",12
"27539","and im very",12
"27540","and is it",12
"27541","and it always",12
"27542","and its great",12
"27543","and ive had",12
"27544","and just a",12
"27545","and just as",12
"27546","and know how",12
"27547","and last time",12
"27548","and life is",12
"27549","and live it",12
"27550","and live music",12
"27551","and made the",12
"27552","and may be",12
"27553","and me too",12
"27554","and more about",12
"27555","and more at",12
"27556","and more importantly",12
"27557","and my best",12
"27558","and my mother",12
"27559","and never will",12
"27560","and new years",12
"27561","and not one",12
"27562","and of itself",12
"27563","and orange juice",12
"27564","and other things",12
"27565","and people in",12
"27566","and remember to",12
"27567","and safe travels",12
"27568","and said i",12
"27569","and she will",12
"27570","and so do",12
"27571","and so glad",12
"27572","and so to",12
"27573","and take some",12
"27574","and taking names",12
"27575","and that his",12
"27576","and the cast",12
"27577","and the little",12
"27578","and tomorrow i",12
"27579","and try it",12
"27580","and watch tv",12
"27581","and we didnt",12
"27582","and we do",12
"27583","and we like",12
"27584","and we would",12
"27585","and what did",12
"27586","and what does",12
"27587","and what was",12
"27588","and where you",12
